"ExternalSiteId","Latitude","Longitude","Height"
"1000015478",50.9525,5.015,40
"1000007697",50.9528,4.2386,0
"1000003522",50.9533081,3.59058730000004,12
"1000011984",50.9592,2.9522,8
"1000013770",50.9603,3.6415,8
"1000002488",50.9606605363989,3.62359954655767,9
"1000002181",50.9623942905819,4.70752380489353,13
"938466001",50.966478,5.815964,70
"1000005358",50.9754,4.6384,11
"1000006044",50.97946,3.358235,10
"1000008786",50.9801,3.073,41
"1000004817",50.9804,3.8158,15
"1000007150",50.98045,3.815763,15
"1000002215",50.9866,3.6815,9
"1000006013",50.9895009,2.8562197,5
"1000012461",50.99,3.64,13
"1000016605",50.9901,3.0335,59
"1000002707",50.9915407,3.97902799999997,9
"1000010217",50.9923,3.8807,12
"1000002342",50.9942,3.3413,30
"1000010417",50.9945,4.8651,0
"1000006043",50.995844,3.327214,10
"1000001907",50.9989946443129,4.31058755051572,13
"1000008519",50.999,4.6619,12
"1000012530",50.9992,3.3172,39
"1000016610",50.9993,3.3171,43
"1000005152",50.9993,5.8924,53
"1000000945",51.0018261853219,5.25414854049677,35
"1000003112",51.002139,4.356092,7
"1000006026",51.00311,4.659717,10
"1000009227",51.0045,3.7139,14
"1000006620",51.0059,3.1106,20
"1000001611",51.0075,3.2254,38
"1000014117",51.0089,3.7164,11
"1000005572",51.01,3.4816,20
"1000008877",51.0137,3.2509,49
"1000011733",51.0182,5.7527,35
"1000010860",51.0222,5.2626,33
"1000004845",51.0223,3.7097,10
"355606165",51.0228,4.5482,7
"1000012246",51.0229,4.4825,15
"1000001740",51.0237,3.1169,26
"1000013295",51.0245,4.0608,0
"1000015247",51.0268,3.7315,13
"1000005322",51.0271,4.5163,2
"1000005324",51.0281,4.4774,2
"1000006031",51.028222,4.255669,15
"1000017483",51.0287,5.7833,0
"1000002473",51.0298070699833,4.13616059570313,50
"1000018047",51.0301,4.0057,4
"1000011997",51.0303,4.4659,10
"1000010710",51.0308,6.2132,0
"1000012245",51.0317,4.4941,20
"1000005764",51.0322,4.0944,7
"1000001673",51.0355755814763,4.92522254140852,22
"1000010531",51.0368,4.5127,6
"1000013972",51.0383,3.6018,7
"1000001745",51.043,3.46,21
"1000006019",51.0435,3.791667,10
"1000003870",51.0436,4.5068,12
"1000005323",51.0437,4.465868,2
"1000012509",51.0457,3.7245,25
"1000017884",51.049,4.9297,13
"1000002719",51.049,5.8206,37
"1000006022",51.0505998,4.6859375,10
"1000004849",51.0526,3.6752,8
"1000002384",51.0531411036016,3.72475874603265,30
"1000001380",51.0558,3.7827,6
"1000009406",51.0567,3.7319,11
"1000006018",51.058099,3.728067,10
"1000000363",51.0590941758046,4.22841424285275,5
"1000014518",51.0591,7.0591,108
"1000011534",51.0614,4.6223,0
"1000005988",51.0622,4.8463,33
"1000019328",51.0652,4.5868,0
