"station_id","LOCATION","NAME","LATITUDE","LONGITUDE","ALTITUDE","sample_dates","n_sample_dates","total_obs","total_T_DRYB","total_T_DEWP","total_U_10","T_mean_sampled"
"214","214_T_HW","platform Buitengaats/BG-OHVS2 locatie HW",54.036944,6.041667,42.5,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.3
"215","215_T_a","Voorschoten thermometer en hygrometer",52.139722,4.436389,-1.1,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2303,2303,2303,10.3
"216","216_T_QS","platform Hollandse Kust Zuid Alfa",52.319316,4.043033,19.6,"2024-10-15",1,144,144,144,144,11.8
"216","216_T_QS","platform PEHQS",52.319444,4.042222,44,"2024-04-15;2024-07-15",2,288,144,144,144,18.6
"216","216_T_QS1","platform Hollandse Kust Zuid Alfa",52.319316,4.043033,19.6,"2024-10-15",1,144,0,0,144,NA
"235","235_T_21t","De Kooij locatie T_21t",52.926223,4.781732,1.5,"2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",9,1296,1012,1012,1012,10.3
"235","235_T_obs","De Kooy waarneemterrein",52.926944,4.781111,1.2,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.3
"239","239_T_FD","platform F3 locatie A",54.853889,4.696111,50.6,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,9.8
"240","240_T_18Cm27","Schiphol locatie 18Cm27",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.3
"240","240_T_18Ct","Schiphol locatie 18Ct",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,288,2304,288,14.4
"240","240_T_18Rtw","Schiphol locatie 18Rtw",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2293,0,288,10.2
"240","240_T_ISAD","Schiphol locatie AssenDelft",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.3
"240","240_T_ISMU","Schiphol locatie Muiden",52.33534,4.72596,-0.9,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.2
"240","240_T_ISNK","Schiphol locatie Nieuwkoop",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.2
"240","240_T_ISNV","Schiphol locatie Nieuw Vennep",52.317222,4.789722,-3.3,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.5
"242","242_T_a","Vlieland locatie A",53.24,4.920833,10.8,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2221,2220,2220,10.3
"242","242_T_obs","Vlieland waarneemterrein",53.24,4.920833,10.8,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2221,2221,2221,10.4
"249","249_T_a","Berkhout",52.642778,4.978889,-2.4,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,9.8
"251","251_T_a","Hoorn Terschelling",53.391111,5.345833,0.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10
"252","252_T_0","platform K13 locatie 0",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,0,0,0,NA
"252","252_T_1","platform K13 locatie 1",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,0,0,0,NA
"252","252_T_2","platform K13 locatie 2",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,0,0,0,NA
"252","252_T_JR","platform K13 locatie 0",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.5
"252","252_T_JR1","platform K13 locatie 1",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,288,288,288,14.3
"252","252_T_JR2","platform K13 locatie 2",53.217778,3.220278,37.7,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,288,288,288,14.3
"257","257_T_a","Wijk aan Zee",52.505278,4.603056,8.5,"2021-01-15;2021-04-15;2021-07-15;2021-10-15;2022-01-15;2022-04-15;2022-07-15;2022-10-15;2023-01-15;2023-04-15;2023-07-15;2023-10-15;2024-01-15;2024-04-15;2024-07-15;2024-10-15",16,2304,2304,2304,2304,10.5
